CifId,GroundTruth,Predicted,Error
MIFSAX_clean,325.66086,331.36334,5.702484
OWIHOT_clean,397.58603,403.28677,5.7007446
DONNAW_clean,421.26746,415.5774,5.6900635
HISGIB_clean,340.03098,334.3881,5.6428833
WICQIJ_clean,347.76068,353.394,5.6333313
LUMYID_clean,312.5597,318.17972,5.6200256
MAQBEO_clean,397.52628,391.90842,5.617859
QODHUO01_clean,417.39923,411.78537,5.613861
GIXGOK_clean,305.6151,311.2126,5.597473
HAPVEB_clean,348.3789,353.9387,5.559784
EZEQOR_clean,522.4911,516.93243,5.558655
NUDMOQ_clean,503.3988,497.84515,5.55365
GISZUF_clean,300.68503,306.22818,5.543152
SABZED_clean,379.1177,373.5755,5.542206
WASTUG_clean,405.73187,400.20718,5.5246887
NORJEL_clean,320.72284,315.28262,5.440216
RUGGOR_clean,312.52106,307.11902,5.4020386
EZOFOP_clean,367.12903,361.74924,5.3797913
VEMMIK_clean,105.74534,111.10927,5.3639297
RUYQIN02_clean,399.48856,404.8464,5.357849
OKIPOO_clean,388.8079,394.11172,5.303833
RUGJAG_clean,314.04993,319.32413,5.2742004
IZIHOQ_clean,440.00577,434.7456,5.2601624
DUYRAR_clean,415.93665,410.68634,5.250305
LUMYUP_clean,312.84906,318.08865,5.2395935
JUNBUR_clean,343.44012,338.21652,5.2236023
NIMXIS_clean,344.29495,339.08548,5.2094727
LABPUB_clean,371.5267,366.3407,5.1860046
RAVVIU_clean,270.02356,275.1972,5.173645
HIYMEJ_clean,395.77484,400.907,5.1321716
QODHUO03_clean,417.39923,412.27002,5.1292114
NUDMEG_clean,501.8238,496.72534,5.0984497
BUKRUW02_clean,364.0628,358.98557,5.07724
GEGGIK_clean,384.32013,379.2458,5.074341
KONCIA_clean,410.71133,415.77335,5.0620117
CUYWUP_clean,338.62167,343.68274,5.0610657
GEGGIK01_clean,384.32013,379.2961,5.0240173
FERVIJ_clean,391.1686,396.16818,4.9995728
HOFSUS_clean,362.17764,357.1794,4.99823
XOVPUU_clean,278.5396,273.5419,4.997711
OPOBIF_clean,365.52106,360.5472,4.9738464
APAYUN_clean,565.6364,570.6019,4.965515
QODHUO06_clean,417.39923,412.45892,4.9403076
SEGBIR_clean,318.83682,323.7359,4.8990784
POWBEK_clean,248.03342,252.86252,4.8291016
TAKVAF_clean,404.5224,399.69733,4.8250732
IXAMIE_clean,338.0028,342.82697,4.8241577
ISIYOZ01_clean,315.02554,319.8166,4.791046
EKETOF_clean,315.84286,311.05545,4.7874146
OWIHUZ_clean,397.58603,402.33902,4.7529907
YUKTUU_clean,275.01624,279.76898,4.7527466
ONUKAL_clean,170.26006,175.0115,4.7514496
EBIHII_clean,335.74957,340.4997,4.750122
CODSUL_clean,336.02188,331.2766,4.74527
WAYMAM_clean,434.47284,429.74683,4.726013
MINVUA01_SL,383.22894,387.91394,4.6849976
PEWFII_clean,368.5616,373.23987,4.678253
IZEQUB_clean,373.3386,378.0118,4.673218
FUSMOW_clean,186.06216,181.47464,4.5875244
TIQGEG01_clean,250.32764,245.74374,4.583893
NUHQIS_clean,474.03595,478.60764,4.571686
BETDIP_clean,494.38232,489.8189,4.5634155
FALZEY_clean,300.2741,304.82263,4.548523
SUFJIO_clean,390.57327,386.05087,4.5224
LICKAL_clean,338.95197,343.44897,4.4970093
ZARVIZ_clean,261.24017,256.7436,4.496582
QODHUO11_clean,417.39923,412.93213,4.467102
APAYIB_clean,558.0178,562.47595,4.45813
DOMCUE_clean,356.50974,352.0544,4.4553223
RAZYIC_clean,387.47717,383.02615,4.4510193
HOWQAM_clean,343.7833,348.2298,4.4465027
SABYAY_clean,377.28485,372.87604,4.4088135
QODHUO10_clean,417.39923,413.0029,4.396332
EKOPUQ_clean,402.25723,406.6217,4.3644714
TATYUL_clean,110.0584,105.69873,4.3596725
COWMAD_clean,419.86115,424.20554,4.344391
EGAFUP_clean,267.99887,263.6611,4.3377686
IWIPIO_clean,375.39514,371.05936,4.335785
TANFEV_clean,231.25316,226.94897,4.304184
RUGHUY_clean,314.10437,318.40094,4.29657
RUHFEH_clean,152.7559,148.46184,4.2940674
VIWLAQ_clean,273.65012,277.92926,4.2791443
IZIKOT02_clean,233.82715,229.58292,4.244232
GOQSIQ_clean,428.50372,432.7407,4.236969
TIVFEK_clean,250.32764,254.56409,4.23645
BOXYEU_clean,303.2111,298.97696,4.234131
WIDZUG_clean,285.53494,289.76013,4.225189
YEDLAV_clean,302.5533,306.77072,4.217407
NABMUA01_clean,454.1465,458.35855,4.212036
RUYQIN_clean,399.48856,395.28265,4.205902
ISIMUT_clean,377.8078,382.01218,4.204376
OTAXOX_clean,368.2176,372.39508,4.17749
KAXFUM_clean,341.75455,337.5824,4.1721497
XUNSAC_clean,426.76514,422.5933,4.1718445
HEGNEN_clean,327.01434,322.8597,4.1546326
ZEDQEG_clean,436.05045,440.16248,4.11203
OWIJOV_clean,397.58603,393.48053,4.1054993
SIVGOV_clean,318.7093,314.6236,4.0856934
QOFKUT_clean,296.77878,300.81696,4.0381775
WATPIT_clean,297.8173,293.7841,4.033203
EHAGEB_clean,418.38324,422.412,4.0287476
VOTKEW_clean,325.15393,329.13156,3.9776306
ATUYAR_clean,463.23862,459.26947,3.9691467
KEVWUF_clean,441.8181,445.77963,3.9615173
WECFAN01_clean,248.97516,252.92072,3.9455566
DAMYUO_clean,556.39154,552.4523,3.93927
LUYHAP_clean,295.3147,291.38446,3.9302368
EMICUZ_clean,354.56006,358.4861,3.926056
PACYIE_clean,369.18213,373.1031,3.9209595
SABXOL_clean,377.6796,373.798,3.8815918
WOBHEB_clean,431.82123,435.6602,3.8389587
EGAGAW_clean,270.3087,266.48602,3.8226624
IZIHEG_clean,441.71335,437.8936,3.8197632
HIFTOG02_clean,428.5279,424.73816,3.789734
RUYQIN03_clean,399.48856,403.25543,3.7668762
ZASTUK_clean,334.32327,338.0729,3.7496338
GOVXIA_clean,354.72626,350.99,3.736267
DOTTEM_clean,473.99268,477.69998,3.707306
MUPYUS_clean,395.72308,399.41718,3.6940918
WAQTEQ_clean,417.288,413.59537,3.692627
YUKKAR_clean,310.29324,306.60165,3.6915894
OWIJIP_clean,397.58603,393.9068,3.6792297
ZECKOJ_clean,285.10635,288.77322,3.66687
RAVVIU01_clean,270.02356,273.68634,3.6627808
RETBEZ_clean,385.7693,382.11087,3.6584167
MAWFEY_clean,278.026,281.6377,3.6116943
ESAROH_clean,380.30383,376.6941,3.6097412
ALIXUP_clean,259.09283,255.49734,3.5954895
EBIZUN_clean,276.76117,280.3129,3.5517273
ASECUY_clean,376.4828,372.95255,3.530243
GAGQAI_clean,207.28986,210.81786,3.5279999
AGONEQ_clean,301.1681,304.68198,3.5138855
GIYTAK_clean,304.0551,300.54688,3.5082397
PAMVEG_clean,338.87704,335.3706,3.5064392
MAXJAY_clean,293.35712,289.8753,3.4818115
FORQIN_clean,421.85635,418.41876,3.4375916
WOPHIU01_clean,325.2535,321.85617,3.3973389
OWETIU_clean,253.30116,256.69125,3.390091
WAYMIU_manual,443.22656,439.8687,3.3578491
HIHGUC_clean,399.41245,396.09686,3.3155823
DANVEU_clean,457.3318,454.03427,3.2975159
XIDBUJ_clean,346.31445,343.05423,3.2602234
BERFIP_clean,390.86185,394.10953,3.2476807
OCAWAT_clean,382.36664,385.5938,3.2271729
TEZKAM_clean,373.57397,376.79324,3.2192688
EFEGOM_clean,324.49442,327.69678,3.202362
DALVAQ_clean,370.88464,374.0226,3.13797
NEYZAU_clean,325.82547,322.70563,3.1198425
TAJXIO02_clean,343.51443,340.3976,3.1168213
PIQMUZ_clean,376.89175,373.78778,3.1039734
NISBEX_clean,313.713,310.6138,3.0992126
UVUDUM_clean,395.90732,398.93863,3.031311
REJLIC_clean,361.80414,358.79922,3.0049133
IKOTUZ_clean,408.2673,405.2666,3.000702
ZEDRAD_clean,417.1887,414.21036,2.9783325
OFEHAK_clean,317.3483,320.3131,2.9648132
ODEZAB_clean,307.80533,304.8523,2.9530334
BEXPAX_clean,388.39102,391.3365,2.945465
WIZDEP_clean,431.82123,428.88538,2.935852
DIBJEF_clean,379.09894,382.01978,2.9208374
MOGNAY_clean,287.658,290.5725,2.9145203
DAWBOU_clean,274.38565,277.27823,2.8925781
QOVDEL_clean,442.79013,445.67645,2.886322
VASFUT_clean,396.13696,399.01437,2.877411
DOQHEX_clean,373.1035,370.3075,2.79599
NUNSIA_clean,192.49327,189.7077,2.7855682
SAMLAV_manual,297.3569,300.11694,2.7600403
WAHNIF_clean,299.61057,302.34726,2.7366943
SEYFEI_clean,295.02075,297.73978,2.7190247
WAXJAJ01_clean,389.8732,387.16953,2.7036743
OKILEA_clean,341.67236,344.3364,2.664032
HIFTOG01_clean,428.5279,431.17432,2.6464233
FAGQAI_clean,283.96585,286.60855,2.6427002
CAZNEY_clean,402.96313,400.34915,2.6139832
HUCXAG_clean,545.1145,542.51685,2.5976562
NUDMAC_clean,507.11563,504.52878,2.586853
NEHGIS_clean,426.61667,424.0393,2.577362
OYIVIC_clean,281.9688,279.39624,2.5725708
JOFKIA_clean,272.66434,275.2345,2.57016
QALHIX_clean,339.5791,342.1307,2.5516052
HAPGIR_clean,266.85867,269.39774,2.5390625
EBATUZ_clean,284.9559,287.4936,2.5376892
EZABEN_clean,423.06592,425.5588,2.4928894
OZUMAZ_clean,236.85408,234.39355,2.4605255
LEVYOC_clean,338.40213,340.83264,2.4305115
XADGOA_clean,393.4653,391.04602,2.419281
VULKIX_clean,375.55328,377.9663,2.413025
WIYFAM_clean,426.28357,423.90918,2.3743896
YITHOA_clean,290.67767,288.30463,2.3730469
EPOXAJ_clean,295.432,293.0678,2.3641968
VIWKOD_clean,277.75912,275.42358,2.3355408
CUYYAX_clean,361.11276,358.79575,2.3170166
BOXYIY_clean,298.63596,300.93475,2.2987976
REWNEO_clean,289.32867,287.03757,2.2911072
LUMDEC_clean,329.32968,331.60687,2.2771912
OKIMAY_clean,337.4957,335.26056,2.235138
FUSMEM_clean,190.8621,188.63005,2.2320557
WIRMOB_clean,410.03906,407.8092,2.2298584
EJONOH_clean,380.0809,377.87436,2.206543
GADFAV_clean,411.36465,413.5452,2.180542
VECWUX_clean,347.55472,349.73322,2.1784973
VAZLIT_clean,370.98306,373.1364,2.1533508
ASIQEA_clean,309.99756,307.8807,2.1168518
QUPJAN_clean,359.52942,361.6391,2.1096802
SIWZOP02_clean,394.28485,396.3709,2.0860596
PEVQIS_clean_h,402.79355,404.86972,2.0761719
DOQHIB_clean,375.91705,373.89142,2.0256348
IRORUE_clean,303.58057,301.5846,1.9959717
WOBHEB01_clean,431.82123,429.85867,1.9625549
FUNFOL_clean,364.8928,362.93314,1.9596558
CAYDEN_clean,301.43076,303.36032,1.9295654
EXEMUR_clean,340.1226,342.0496,1.927002
SIWZOP01_clean,394.28485,396.20844,1.923584
XATLIQ_clean,388.87338,386.95825,1.9151306
UXUYUI_clean,542.70685,544.58057,1.8737183
COKROL_clean,419.46997,421.31042,1.8404541
TAFPOG_clean,365.18213,363.36996,1.8121643
DAGJED_clean,356.7793,354.99063,1.7886658
SIRBIG06_clean,412.75687,414.53802,1.7811584
BOWDIC_clean,387.51093,385.73035,1.7805786
EBIMEJ_clean,457.47794,459.25778,1.7798462
KORNAI_clean,403.94882,402.17276,1.776062
DIYKED_clean,298.76718,297.06964,1.6975403
GESFAN_clean,395.4726,397.1637,1.6911011
YOYPUZ_clean,400.98978,402.67673,1.6869507
DUYROF_clean,409.91885,411.59113,1.6722717
VACLIX_clean,445.6296,447.29852,1.6689148
KORMOV_clean,411.6576,413.3215,1.6639099
HIHFUB_clean,398.50308,400.1534,1.6503296
AHAMAY_clean,302.37106,303.91943,1.5483704
TOBKAY_clean,310.1838,308.6374,1.5464172
KANDIO_clean,404.18195,405.72574,1.5437927
HIFTOG_clean,428.5279,427.00415,1.5237427
MIFVEE_clean,318.36606,316.849,1.5170593
LULWUL_clean,432.3134,433.81,1.4966125
TONMAM_clean,319.76578,318.29077,1.4750061
YUZRAO_clean,386.0276,387.4875,1.4598999
DOLPIF_clean,418.3908,419.84915,1.4583435
IBABOF_clean,339.74475,338.2913,1.4534607
NOBVOR_clean,377.1233,375.69446,1.428833
KOZQEX_clean,271.03705,272.45404,1.4169922
YUPSIM_clean,436.73358,438.14163,1.4080505
EXALIZ_clean,335.33624,333.9304,1.4058533
EKIJEP01_clean,432.9627,434.3543,1.3916016
XEQGAC_clean,331.5608,330.18942,1.3713684
CUQSAK_clean,276.92908,278.2726,1.3435364
HUZXUX_clean,294.73456,293.42523,1.3093262
ODONIF_clean,195.90068,197.18816,1.2874756
QOVSUR_clean,356.9306,358.19986,1.2692566
VICSIL_clean,290.10565,291.3642,1.2585449
COWMUX_clean,464.89838,463.64545,1.2529297
GAJZOI_clean,318.77448,320.01825,1.2437744
AGUWUV_clean,391.25253,390.0537,1.198822
ZOXTUD_clean,340.74164,339.55768,1.18396
ODODES_clean,404.794,403.62067,1.1733398
RUGKAH_clean,298.6042,297.43726,1.1669312
DEGPEL_charged,290.0484,291.19815,1.1497498
AROFAP_clean,368.16684,367.0233,1.1435547
AROFET_clean,371.64053,370.4996,1.1409302
CUFJUK_clean,439.30658,440.4387,1.1321106
GOPTIQ_clean,318.14316,317.01657,1.1265869
YOYQEK_clean,395.1478,394.03064,1.117157
NIWZIE10_clean,401.60135,400.5229,1.0784607
YOYVEP01_clean,391.53256,390.45428,1.0782776
TAJXIO01_clean,343.51443,344.53888,1.0244446
BETHIT_clean,304.9769,303.95685,1.02005
YITHIU_clean,286.66537,287.68057,1.0151978
EXEWIO_clean,294.15,295.1568,1.0068054
LAHYOL_clean,428.17148,427.20163,0.96984863
EHAFUQ_clean,424.18207,425.1381,0.95602417
YOTXOW_clean,363.41354,362.47705,0.9364929
BASTAS_clean,241.58356,242.48611,0.9025574
KOMCOG_clean,351.84122,350.95044,0.8907776
JEJWOL_clean,426.71466,425.82428,0.89038086
HEBKEG_clean,213.69373,214.5444,0.8506775
VIWKIX_clean,274.61823,275.44882,0.8305969
QUFXIZ_clean,378.04993,378.86368,0.8137512
QUSRON_clean,315.40857,316.16388,0.75531006
IYAJUP_clean,353.00534,352.26443,0.74090576
DOYHUW_clean,367.0103,366.28638,0.723938
RUVKAV_clean,287.11487,286.39166,0.72320557
UNACIW_clean,323.1715,323.86047,0.68896484
GEFFUT_clean,378.48633,377.8342,0.6521301
UWUKII_clean,414.6547,414.02142,0.63327026
RUYTIQ_clean,399.48856,400.11646,0.62789917
RUGZAW_clean,367.33728,366.7723,0.5649719
NUGROX_clean,338.43417,337.87225,0.56192017
TAJXIO06_clean,343.51443,344.07227,0.5578308
YEDKUO_clean,344.73376,344.25583,0.4779358
RUVMUR_clean,348.2353,347.77115,0.46414185
TECTUS_clean,567.0927,567.5397,0.44696045
RUYTUC_clean,399.48856,399.04968,0.4388733
HAZNIH_clean,365.00372,364.56772,0.43600464
ERUVEU_clean,356.26898,355.85773,0.41125488
XUNSEG_clean,420.76587,421.16315,0.39727783
OKILIE_clean,342.91708,343.2936,0.37652588
BIDPOV_clean,291.7078,291.36646,0.3413391
HEDBOJ_clean,370.40808,370.07706,0.33102417
IHECAB_clean,326.1795,326.50278,0.3232727
FOXNIQ_clean,455.02615,454.7037,0.32244873
URUVUA_clean,209.44382,209.75699,0.3131714
PUFXIZ_clean,384.05246,384.362,0.3095398
HOJLID_clean,370.962,370.6537,0.3083191
HUNFIH_clean,374.7001,374.40085,0.29925537
UTOTUT01_clean,285.27176,285.5522,0.28042603
RUYQIN01_clean,399.48856,399.2223,0.26626587
HUYJOA_clean,348.50845,348.74225,0.23379517
ZETLER_clean,381.3376,381.5676,0.23001099
GOTNEK_clean,245.45454,245.67288,0.21833801
CEZFIY_clean,329.3834,329.57904,0.1956482
XUBJAF_clean,322.11624,322.3028,0.18655396
BAZFUF_clean,256.22888,256.41525,0.18637085
GERWEH_clean,297.66428,297.48196,0.18231201
HOMRIL_clean,310.74164,310.90176,0.16012573
KAYBIX_clean,513.95654,514.06146,0.10491943
TAJXIO05_clean,343.51443,343.61758,0.103149414
BACGAQ_clean,320.35287,320.40277,0.04989624
TAZLUD_clean,362.25723,362.3057,0.048461914
UVUQAE_clean,397.92435,397.88132,0.043029785
NATXIR_clean,420.60712,420.64432,0.037200928
HOWSAP_clean,292.50183,292.51254,0.01071167
