CifId,GroundTruth,Predicted,Prob
XANZAQ,2.0,2,"[2.827608795996639e-06, 0.0001138343068305403, 0.9997711777687073, 0.00011215905396966264]"
MAYKOO,1.0,1,"[0.0001037586698657833, 0.9846559762954712, 0.015161776915192604, 7.847308006603271e-05]"
MITSEO,1.0,1,"[0.0005106445169076324, 0.9991023540496826, 0.0003248430439271033, 6.216013571247458e-05]"
MAKFOW,1.0,1,"[0.004498826339840889, 0.9912014007568359, 0.001439411542378366, 0.002860321896150708]"
COYBUO,1.0,1,"[1.7193457097164355e-05, 0.9994481205940247, 0.0005328418919816613, 1.8144303339795442e-06]"
ZZZSDW03,0.0,0,"[0.9998896718025208, 0.00010960478539345786, 5.760775820817798e-07, 2.040163877836676e-07]"
YEGTEK,1.0,1,"[0.0001266973849851638, 0.9981768131256104, 0.0016915135784074664, 4.9495060920889955e-06]"
SANJAV,2.0,2,"[2.1868181647732854e-06, 9.14638876565732e-05, 0.9998828768730164, 2.354383104830049e-05]"
dut-51-zr,2.0,2,"[6.203239308888442e-07, 5.132626756676473e-05, 0.9999213814735413, 2.676639996934682e-05]"
AZAVOO,1.0,1,"[0.0003437001723796129, 0.9955071806907654, 0.004078546538949013, 7.06542341504246e-05]"
GUVCIJ,0.0,0,"[0.9999203681945801, 7.742558955214918e-05, 1.632631665415829e-06, 5.355748271540506e-07]"
